
# Curve 0 of 1, 166831 points
# Curve title: "filename using 1:4 every 100"
# x y type
 94208  19.0107  i
 94308  19.002  i
 94408  19.0029  i
 94508  18.9922  i
 94608  19.0039  i
 94708  18.9932  i
 94808  19.0273  i
 94908  18.9912  i
 95008  18.9717  i
 95108  19.0098  i
 95208  19.0127  i
 95308  18.9941  i
 95408  19.0176  i
 95508  19.0156  i
 95608  18.9873  i
 95708  18.9785  i
 95808  19.002  i
 95908  19.0078  i
 96008  18.9951  i
 96108  19.0225  i
 96208  18.9844  i
 96308  19.0137  i
 96408  19.0049  i
 96508  19.0117  i
 96608  18.9717  i
 96708  18.9922  i
 96808  19.0078  i
 96908  18.9893  i
 97008  19.0127  i
 97108  18.9863  i
 97208  18.9785  i
 97308  19.0068  i
 97408  19.0166  i
 97508  19.0117  i
 97608  19.0156  i
 97708  18.9805  i
 97808  18.998  i
 97908  19.0254  i
 98008  19  i
 98108  18.9795  i
 98208  19.002  i
 98308  19.0117  i
 98408  19.0117  i
 98508  19.001  i
 98608  18.9922  i
 98708  19.0127  i
 98808  18.9971  i
 98908  18.9932  i
 99008  18.9775  i
 99108  19.0039  i
 99208  19.0098  i
 99308  19.001  i
 99408  19.0244  i
 99508  18.9883  i
 99608  19.0234  i
 99708  19  i
 99808  19  i
 99908  18.9795  i
 100008  19.0225  i
 100108  19.0059  i
 100208  18.9844  i
 100308  19.0195  i
 100408  18.9756  i
 100508  19.0078  i
 100608  19.0352  i
 100708  19.0254  i
 100808  18.9951  i
 100908  18.9971  i
 101008  18.9717  i
 101108  18.9814  i
 101208  18.9912  i
 101308  19.0068  i
 101408  19.0137  i
 101508  18.9893  i
 101608  18.9883  i
 101708  19  i
 101808  19.0029  i
 101908  19.0205  i
 102008  18.9941  i
 102108  19.002  i
 102208  18.9932  i
 102308  19.0078  i
 102408  19.0049  i
 102508  19.0146  i
 102608  19.0117  i
 102708  19.0039  i
 102808  18.9814  i
 102908  18.9912  i
 103008  19.0078  i
 103108  19.0215  i
 103208  19.0244  i
 103308  19.0391  i
 103408  19.0117  i
 103508  19.0205  i
 103608  19.001  i
 103708  18.9932  i
 103808  18.9902  i
 103908  19.0088  i
 104008  18.9785  i
 104108  19.0029  i
 104208  19.0225  i
 104308  19.0107  i
 104408  19.002  i
 104508  18.9893  i
 104608  18.9932  i
 104708  19.0234  i
 104808  18.9844  i
 104908  19.0117  i
 105008  19.0195  i
 105108  18.9922  i
 105208  19  i
 105308  18.9775  i
 105408  19.0098  i
 105508  19.0127  i
 105608  19.001  i
 105708  19.0068  i
 105808  18.9893  i
 105908  18.9746  i
 106008  18.9951  i
 106108  19.0059  i
 106208  18.9941  i
 106308  19.0117  i
 106408  19.001  i
 106508  18.9902  i
 106608  18.9951  i
 106708  19.0273  i
 106808  18.9932  i
 106908  18.998  i
 107008  18.9854  i
 107108  18.9863  i
 107208  18.9736  i
 107308  19.0156  i
 107408  19.0312  i
 107508  18.9951  i
 107608  19.001  i
 107708  19.0049  i
 107808  19.0146  i
 107908  19.0273  i
 108008  18.9873  i
 108108  18.9824  i
 108208  18.9717  i
 108308  18.9912  i
 108408  19.0049  i
 108508  19.0293  i
 108608  18.9795  i
 108708  19.0146  i
 108808  19.001  i
 108908  18.9727  i
 109008  19.0137  i
 109108  19.0176  i
 109208  19.0127  i
 109308  19.0146  i
 109408  18.999  i
 109508  19.0107  i
 109608  19.0234  i
 109708  18.9922  i
 109808  18.9727  i
 109908  19.0205  i
 110008  18.9873  i
 110108  19.0176  i
 110208  18.9902  i
 110308  18.998  i
 110408  19  i
 110508  18.9883  i
 110608  18.9912  i
 110708  18.9766  i
 110808  18.9746  i
 110908  19.0098  i
 111008  18.9805  i
 111108  18.9922  i
 111208  18.9824  i
 111308  18.9971  i
 111408  18.9844  i
 111508  18.9893  i
 111608  18.9707  i
 111708  18.9941  i
 111808  19.0098  i
 111908  19.0098  i
 112008  19.0059  i
 112108  19.001  i
 112208  19.0029  i
 112308  18.9854  i
 112408  19.0127  i
 112508  18.96  i
 112608  19.0312  i
 112708  19.0215  i
 112808  18.9883  i
 112908  19.0234  i
 113008  18.9941  i
 113108  18.9941  i
 113208  19.001  i
 113308  18.9736  i
 113408  18.9824  i
 113508  19  i
 113608  18.999  i
 113708  18.9932  i
 113808  19.002  i
 113908  18.9902  i
 114008  19.0283  i
 114108  19.0205  i
 114208  19.0049  i
 114308  19.0146  i
 114408  19.0166  i
 114508  18.9883  i
 114608  19.0068  i
 114708  19.0127  i
 114808  18.9902  i
 114908  18.9971  i
 115008  19.0117  i
 115108  18.998  i
 115208  18.9883  i
 115308  18.9893  i
 115408  19.0361  i
 115508  19.0049  i
 115608  19.0088  i
 115708  18.9824  i
 115808  19.0146  i
 115908  19.0137  i
 116008  18.9971  i
 116108  19.0195  i
 116208  18.9863  i
 116308  19  i
 116408  18.9795  i
 116508  19.0205  i
 116608  18.998  i
 116708  19  i
 116808  18.9795  i
 116908  19.0117  i
 117008  19.0078  i
 117108  18.9961  i
 117208  18.9795  i
 117308  19.0283  i
 117408  19.0059  i
 117508  18.998  i
 117608  18.9707  i
 117708  18.9941  i
 117808  18.999  i
 117908  18.9912  i
 118008  18.9736  i
 118108  19.0039  i
 118208  19.0254  i
 118308  18.9707  i
 118408  19.0195  i
 118508  18.9824  i
 118608  19.001  i
 118708  18.9756  i
 118808  18.9961  i
 118908  18.9883  i
 119008  19.0107  i
 119108  18.9863  i
 119208  19.0205  i
 119308  19.0254  i
 119408  19.0312  i
 119508  19.0088  i
 119608  19.002  i
 119708  19.0176  i
 119808  18.9854  i
 119908  19.0293  i
 120008  18.9863  i
 120108  18.9883  i
 120208  18.9961  i
 120308  18.9736  i
 120408  18.999  i
 120508  18.998  i
 120608  19.0029  i
 120708  19.0068  i
 120808  19.001  i
 120908  18.998  i
 121008  18.9717  i
 121108  18.9951  i
 121208  18.9619  i
 121308  18.9746  i
 121408  19.0107  i
 121508  18.9902  i
 121608  19.0107  i
 121708  19.0156  i
 121808  18.9912  i
 121908  18.999  i
 122008  19.0186  i
 122108  19.0312  i
 122208  18.9893  i
 122308  18.9697  i
 122408  18.9912  i
 122508  18.9951  i
 122608  19.001  i
