
# Curve 0 of 1, 153641 points
# Curve title: "filename using 1:4 every 100"
# x y type
 1.41312e+06  3274.98  i
 1.41322e+06  3275.04  i
 1.41332e+06  3275.02  i
 1.41342e+06  3274.96  i
 1.41352e+06  3274.99  i
 1.41362e+06  3275.02  i
 1.41372e+06  3275.01  i
 1.41382e+06  3275.02  i
 1.41392e+06  3275.01  i
 1.41402e+06  3274.97  i
 1.41412e+06  3274.98  i
 1.41422e+06  3274.99  i
 1.41432e+06  3274.96  i
 1.41442e+06  3274.99  i
 1.41452e+06  3275  i
 1.41462e+06  3274.96  i
 1.41472e+06  3275.01  i
 1.41482e+06  3275.01  i
 1.41492e+06  3274.98  i
 1.41502e+06  3274.98  i
 1.41512e+06  3275.01  i
 1.41522e+06  3275.01  i
 1.41532e+06  3275  i
 1.41542e+06  3275.03  i
 1.41552e+06  3275.01  i
 1.41562e+06  3275.01  i
 1.41572e+06  3275.01  i
 1.41582e+06  3275  i
 1.41592e+06  3275.01  i
 1.41602e+06  3275  i
 1.41612e+06  3275  i
 1.41622e+06  3274.99  i
 1.41632e+06  3274.99  i
 1.41642e+06  3275.02  i
 1.41652e+06  3274.97  i
 1.41662e+06  3274.96  i
 1.41672e+06  3275.01  i
 1.41682e+06  3275.01  i
 1.41692e+06  3275.01  i
 1.41702e+06  3274.98  i
 1.41712e+06  3275.01  i
 1.41722e+06  3275.02  i
 1.41732e+06  3274.98  i
 1.41742e+06  3275.01  i
 1.41752e+06  3275.02  i
 1.41762e+06  3275.02  i
 1.41772e+06  3275  i
 1.41782e+06  3275.01  i
 1.41792e+06  3275  i
 1.41802e+06  3274.98  i
 1.41812e+06  3274.98  i
 1.41822e+06  3275.01  i
 1.41832e+06  3274.97  i
 1.41842e+06  3275.01  i
 1.41852e+06  3275  i
 1.41862e+06  3274.98  i
 1.41872e+06  3275.02  i
 1.41882e+06  3274.99  i
 1.41892e+06  3275.02  i
 1.41902e+06  3274.96  i
 1.41912e+06  3275.04  i
 1.41922e+06  3275.03  i
 1.41932e+06  3274.99  i
 1.41942e+06  3275.01  i
 1.41952e+06  3275.02  i
 1.41962e+06  3275.01  i
 1.41972e+06  3275  i
 1.41982e+06  3275.02  i
 1.41992e+06  3274.97  i
 1.42002e+06  3275.01  i
 1.42012e+06  3275.01  i
 1.42022e+06  3274.97  i
 1.42032e+06  3275.01  i
 1.42042e+06  3275  i
 1.42052e+06  3274.99  i
 1.42062e+06  3275.05  i
 1.42072e+06  3275  i
 1.42082e+06  3274.99  i
 1.42092e+06  3275.01  i
 1.42102e+06  3275.01  i
 1.42112e+06  3275.01  i
 1.42122e+06  3274.98  i
 1.42132e+06  3274.99  i
 1.42142e+06  3274.98  i
 1.42152e+06  3274.97  i
 1.42162e+06  3274.99  i
 1.42172e+06  3274.99  i
 1.42182e+06  3275.01  i
 1.42192e+06  3275.02  i
 1.42202e+06  3275  i
 1.42212e+06  3275.02  i
 1.42222e+06  3274.98  i
 1.42232e+06  3275.01  i
 1.42242e+06  3275  i
 1.42252e+06  3275.02  i
 1.42262e+06  3275.01  i
 1.42272e+06  3275.03  i
 1.42282e+06  3275.01  i
 1.42292e+06  3275.01  i
 1.42302e+06  3275  i
 1.42312e+06  3274.98  i
 1.42322e+06  3275  i
 1.42332e+06  3275.01  i
 1.42342e+06  3275  i
 1.42352e+06  3275.03  i
 1.42362e+06  3275  i
 1.42372e+06  3274.99  i
 1.42382e+06  3274.99  i
 1.42392e+06  3275  i
 1.42402e+06  3275  i
 1.42412e+06  3274.99  i
 1.42422e+06  3274.97  i
 1.42432e+06  3274.99  i
 1.42442e+06  3274.98  i
 1.42452e+06  3275.03  i
 1.42462e+06  3274.99  i
 1.42472e+06  3275.02  i
 1.42482e+06  3274.99  i
 1.42492e+06  3275.01  i
 1.42502e+06  3274.99  i
 1.42512e+06  3275.01  i
 1.42522e+06  3275.01  i
 1.42532e+06  3275.02  i
 1.42542e+06  3274.99  i
 1.42552e+06  3274.99  i
 1.42562e+06  3275.03  i
 1.42572e+06  3274.99  i
 1.42582e+06  3275.04  i
 1.42592e+06  3274.99  i
 1.42602e+06  3275  i
 1.42612e+06  3274.99  i
 1.42622e+06  3274.99  i
 1.42632e+06  3274.97  i
 1.42642e+06  3275  i
 1.42652e+06  3275.02  i
 1.42662e+06  3275.02  i
 1.42672e+06  3275.01  i
 1.42682e+06  3275  i
 1.42692e+06  3275.02  i
 1.42702e+06  3275.03  i
 1.42712e+06  3275.01  i
 1.42722e+06  3275  i
 1.42732e+06  3275  i
 1.42742e+06  3275  i
 1.42752e+06  3275.01  i
 1.42762e+06  3275.01  i
 1.42772e+06  3274.99  i
 1.42782e+06  3275.01  i
 1.42792e+06  3274.99  i
 1.42802e+06  3274.98  i
 1.42812e+06  3275.02  i
 1.42822e+06  3275  i
 1.42832e+06  3274.99  i
 1.42842e+06  3274.98  i
 1.42852e+06  3274.98  i
 1.42862e+06  3275  i
 1.42872e+06  3275.01  i
 1.42882e+06  3275  i
 1.42892e+06  3275  i
 1.42902e+06  3275.01  i
 1.42912e+06  3274.97  i
 1.42922e+06  3275  i
 1.42932e+06  3274.96  i
 1.42942e+06  3274.99  i
 1.42952e+06  3274.98  i
 1.42962e+06  3275.03  i
 1.42972e+06  3275.01  i
 1.42982e+06  3275  i
 1.42992e+06  3274.99  i
 1.43002e+06  3275.01  i
 1.43012e+06  3274.98  i
 1.43022e+06  3275.01  i
 1.43032e+06  3275.03  i
 1.43042e+06  3274.97  i
 1.43052e+06  3275  i
 1.43062e+06  3275  i
 1.43072e+06  3275  i
 1.43082e+06  3275.03  i
 1.43092e+06  3275  i
 1.43102e+06  3274.98  i
