           0  6.9822585E-07 -5.1400773E-02
           1  3.1206393E-05 -5.1407874E-02
           2  5.6775881E-04 -5.1309317E-02
           3  2.6131796E-03 -5.0898749E-02
           4  6.1803842E-03 -5.0173577E-02
           5  1.0681900E-02 -4.9250115E-02
           6  1.6144564E-02 -4.8126690E-02
           7  2.2075098E-02 -4.6918046E-02
           8  3.9178617E-02 -4.3421753E-02
           9  8.1448540E-02 -3.4770731E-02
          10  0.1320919     -2.4394115E-02
          11  0.1763711     -1.5328959E-02
          12  0.2207756     -6.2466585E-03
          13  0.2578973      1.3550773E-03
          14  0.2918663      8.3229160E-03
          15  0.3185621      1.3764977E-02
          16  0.3017574      1.0302746E-02
          17  0.2516102      1.2054371E-04
          18  0.2385789     -2.4345408E-03
          19  0.2727514      4.4476213E-03
          20  0.3266373      1.5233840E-02
          21  0.4359683      3.7483189E-02
          22  0.5473389      6.0185261E-02
          23  0.5588701      6.2453974E-02
          24  0.5243992      5.5713467E-02
          25  0.5437211      6.0552187E-02
          26  0.6332778      7.9452671E-02
          27  0.6829535      8.9801453E-02
          28  0.5630539      6.5137312E-02
          29  0.3384798      1.8861821E-02
          30  0.1930912     -1.1156930E-02
          31  0.1910799     -1.1747287E-02
          32  0.2632518      2.8769847E-03
          33  0.3576283      2.2151036E-02
          34  0.4215346      3.5194013E-02
          35  0.3697014      2.4472754E-02
          36  0.2408080     -1.8806590E-03
          37  0.1463602     -2.1072481E-02
          38  9.0636551E-02 -3.2458086E-02
          39  5.3259078E-02 -4.0200323E-02
          40  8.9832403E-02 -3.2773294E-02
          41  0.2313858     -3.7295173E-03
          42  0.3570133      2.2110244E-02
          43  0.3292635      1.6427653E-02
          44  0.2131539     -7.4862028E-03
          45  0.1555489     -1.9371821E-02
          46  0.2020324     -9.8578800E-03
          47  0.2713118      4.2756321E-03
          48  0.2429786     -1.6248313E-03
          49  0.1537231     -1.9943645E-02
          50  0.1686282     -1.6941531E-02
          51  0.2969988      9.1570318E-03
          52  0.3675538      2.3507236E-02
          53  0.3223981      1.4459288E-02
          54  0.2550068      8.8565086E-04
          55  0.2069534     -8.8407937E-03
          56  0.1742525     -1.5462747E-02
          57  0.1824929     -1.3807979E-02
          58  0.2617488      2.2517343E-03
          59  0.3653257      2.3341825E-02
          60  0.3947544      2.9512061E-02
          61  0.3829198      2.7311945E-02
          62  0.3808888      2.7115511E-02
          63  0.3132517      1.3307245E-02
          64  0.1988341     -1.0305741E-02
          65  0.1465701     -2.1256875E-02
          66  0.1375503     -2.3245556E-02
          67  0.1110815     -2.8644100E-02
          68  0.1138509     -2.8036932E-02
          69  0.1860046     -1.3293160E-02
          70  0.2719228      4.2442172E-03
          71  0.3166845      1.3369883E-02
          72  0.3167325      1.3453998E-02
          73  0.2992355      1.0095010E-02
          74  0.2863526      7.6237270E-03
          75  0.2533491      8.0729218E-04
          76  0.1850036     -1.3371671E-02
          77  0.1416339     -2.2411255E-02
          78  0.1846352     -1.3751072E-02
          79  0.2506321     -3.1255462E-04
          80  0.2251592     -5.4439390E-03
          81  0.1519053     -2.0328516E-02
