          40        1190      -53582
          40      253340      -57482
          40      100770      -58092
          40     2262360      -65330
          40       86670      -66176
          40       90210      -69477
          40       29010      -70199
          40      719000      -71971
          40      181960      -73066
          40       12670      -75050
          40      406720      -78844
          40     4835760      -80843
          40       75270      -81172
          40      839060      -81541
          40        2260       -8164
          40      194630      -82572
          40       67130      -82904
          40      806740      -83623
          40       13050      -85711
          40      101660      -89987
          40       93630      -93061
          40        7550      -93149
          40        2450      -93935
          40        2050      -96955
          40       21650      -96968
          40        3060      -98659
          40      561010      -98768
          44       59873      -12421
          44        5027      -12760
          44      108735       -1443
          44      132297      -14509
          44      167585      -16790
          44     1077472      -18189
          44     7480671      -19817
          44      627957      -21075
          44     2226532      -23947
          44     1147751      -24219
          44       40183      -24454
          44     2946350      -24562
          44      111804       -2513
          44      337645      -26361
          44      268125      -26367
          44       53053      -28571
          44      180477      -28683
          44       61380      -30046
          44        4334      -32346
          44        2123      -35557
          44     3580951      -37167
          44      914903      -39935
          44       34089       -4508
          44      540991      -45633
          44      698170      -52155
          44     2307965      -53825
          44      376904      -54392
          44     2307855      -60390
          44     1651342      -64063
          44       16566      -64373
          44     2648316      -65657
          44      279114      -66927
          44       11077      -67612
          44     2092849      -68812
          44       65494      -71082
          44       20273      -75242
          44      229878      -81450
          44       83050      -83048
          44      121638      -83117
          44     4628184      -85531
          44      643324       -9146
          44       13805      -92058
          44        9174       -9292
          44       27280      -93575
          44        8107      -94261
          44       52184      -98458
          48    16009752      -11106
          48    12723948      -11257
          48     6786168      -14118
          48      212976      -14335
          48      488808      -18271
          48       70608      -18431
          48      142848      -19532
          48        2244      -19807
          48      198648      -20220
          48       28836      -20274
          48       16020      -20463
          48       28116      -21479
          48       37248       -2443
          48        1800      -27905
          48       84072      -34497
          48       33948      -34539
          48        1980       -3494
          48     9846276      -35174
          48      850056      -37191
          48     3840072      -39109
          48    19365492      -45184
          48       47940      -47239
          48     8605500      -47643
          48      300660      -51921
          48     1329648      -53440
          48     2973300      -53775
          48   118446420      -58529
          48      324072       -6022
          48      123888      -65566
          48       53088      -66577
          48     3536268      -66684
          48      228924      -70287
          48    32975544      -75551
          48      618264      -78186
          48      180312      -81927
          48      814956      -82964
          48     1206144       -8675
          48     2967948      -89360
          48     3100236      -89827
          48      246660      -90724
          48     3579276       -9080
          48      257364      -92396
          48        3012      -94240
          48      163800      -97266
          48    13090164      -97336
          48    26503812      -98446
          52      491426      -13384
          52     1088789      -14297
          52      147979      -14711
          52      195260      -16731
          52     2521129      -19860
          52     1241084      -21138
          52      106977      -21598
          52       47281       -2308
          52      101309      -23128
          52   113085817      -25406
          52     2411552      -26948
          52    19759142      -27807
          52      288119      -33455
          52       17927      -33777
          52      482404      -36709
          52     4370951      -38450
          52      246623      -39468
          52     3713034      -40969
          52     9516871      -42881
          52        9607      -43239
          52    10236512      -45391
          52     8329594      -48836
          52        4615      -52865
          52     1604577      -53362
          52     4823754      -53855
          52      571324      -54940
          52      957645      -55354
          52      196651      -56807
          52      788437      -59774
          52       50752       -5981
          52      232128      -59881
          52   129530349      -61101
          52    35093318      -68506
          52         260      -69820
          52       23192      -70412
          52      126763      -72035
          52    32154772      -75971
          52    24179090      -78626
          52    11359231      -79708
          52      387582      -83126
          52       32474      -84930
          52      834808      -88289
          52      637455      -95266
          52        6877      -95314
          52     8918962      -96356
          52    27042132      -99731
          56    10778334      -10016
          56    30332302      -10825
          56    20900544      -14579
          56   154816130      -14800
          56      255990       -1740
          56      142366      -17454
          56      640836       -1779
          56      160566        -219
          56      575162       -2462
          56   182490420      -25670
          56     6045256      -26106
          56     2581992      -26412
          56      475216      -37002
          56     1983156      -37518
          56    46375084      -44719
          56      798980      -46489
          56    53505760      -46744
          56     1278018      -46777
          56     8512490      -47668
          56      832804      -47991
          56      770546      -48776
          56    46815930      -48979
          56      831726      -53260
          56    12431020      -54082
          56    60097618      -55114
          56    29199604      -55292
          56      702646      -57502
          56     2249506      -60831
          56    24624306      -61170
          56    12022878      -62004
          56     1110298      -64295
          56     3746134      -65262
          56     5899740      -69206
          56      972944      -72360
          56    36456098      -72856
          56     1051596      -74073
          56     2422518      -76447
          56      258986      -78551
          56      250544      -79284
          56     9073358      -82207
          56     1559292       -8436
          56    11800908      -84609
          56     1065918      -89395
          56    60428844      -93134
          56   258236748      -99647
          60    23140815      -11997
          60    11481435      -12404
          60     1675005      -15644
          60   183993030       -1748
          60      411990      -19384
          60       74025      -19922
          60    24402915      -20125
          60   115609500      -23422
          60      460365      -24332
          60    31705350      -27289
          60     4133805      -28749
          60      770625      -38902
          60       77895      -39271
          60     4499970      -39644
          60     4252020       -3985
          60       47880      -40048
          60     3377715      -42571
          60      818205      -44356
          60        2355      -45070
          60   184670190      -45325
          60     4787025      -45610
          60    36025635      -45821
          60     2353260      -45850
          60      887805      -46631
          60     3247755      -46918
          60    10813395      -48096
          60     1339725       -5778
          60      187575      -59048
          60    21999600      -60895
          60   215987970      -62927
          60      300885      -65919
          60     3022950      -66255
          60    11191095      -67161
          60     1424055       -7760
          60     3330030      -79116
          60     3903975      -79741
          60    40756125      -81290
          60     5351520      -81945
          60     5891730      -83066
          60    42995340      -85766
          60     1517790      -87410
          60      978720      -93165
          60   508234335      -94082
          60    24138120      -94091
          64     2611312      -12918
          64    14482112      -14410
          64       56800      -14919
          64    37794976      -18064
          64    45694000      -21029
          64    27489392      -22354
          64      419232      -24700
          64     1028464      -29963
          64   109220992      -32487
          64       43744      -32762
          64     1344432      -32854
          64    63155840      -34480
          64      118496      -34727
          64   920070944      -35944
          64       82864      -38627
          64   305613920      -39953
          64    27396224      -41204
          64   221928864      -44058
          64    79106672      -44504
          64    51085536      -48022
          64     2307360      -53990
          64      654448      -56698
          64   321044000      -57709
          64   941848704      -57869
          64    13897072       -6385
          64    29963136      -67862
          64    20364448       -6790
          64      156528      -68621
          64   151833168      -69172
          64    16318048      -71434
          64   176279392      -76788
          64      142416      -78190
          64    11258688      -78795
          64     6298944       -8121
          64     2483024       -8616
          64    47408576      -87073
          64   238551232      -88920
          64     3619440      -93242
          64   334308384      -96611
          64     6561984      -96727
          64   725952000      -96865
          64      721968      -99659
          68   263915106      -10649
          68      457368      -12189
          68    47348791      -13722
          68   389087755      -14521
          68     2951013      -32385
          68    10103933      -34303
          68    13932316      -34488
          68    31226127      -34613
          68   375211743      -37776
          68   580666093      -38588
          68     3517572      -40008
          68     1569440      -44516
          68    11779538        -470
          68    18810993      -50388
          68     1067753      -50724
          68   103917923      -51184
          68      371773      -51249
          68     1669349      -51292
          68     1866957      -51514
          68     3880437      -61902
          68   121797452      -63729
          68   389195603      -67172
          68     2659531      -69806
          68    48046046      -73818
          68     2898908       -7403
          68    58460059      -75195
          68       16745      -77864
          68   349680735      -78535
          68     3727063      -79140
          68    43740609      -79463
          68     1968175      -83578
          68      851734      -85727
          68   658760676      -86060
          68       24667      -88173
          68   141082269       -9197
          68   531471119      -93712
          68       56627      -94194
          68   410300746      -96303
           8           2      -10804
           8           2       -1400
           8           4        -148
           8           6      -15069
           8           2      -15442
           8           6      -17601
           8           6      -20384
           8           2      -20962
           8           6      -22976
           8           2      -25275
           8          14      -28974
           8           8      -29502
           8          18        -307
           8           2      -33420
           8           2      -33851
           8           2      -34992
           8           2      -35892
           8           2      -39571
           8           4      -43141
           8           2      -44225
           8           6      -44315
           8           6       -4457
           8           2      -47401
           8           2      -49371
           8           2      -53155
           8           2      -56094
           8           2      -58284
           8           6      -58546
           8           2      -63604
           8           2      -64035
           8           2      -65342
           8           2      -67121
           8           4      -71243
           8          12      -71318
           8           4      -72232
           8          10      -72281
           8           4      -72497
           8           6      -73846
           8           2      -75740
           8           2      -76954
           8           6      -79897
           8          10      -87572
           8           8      -90198
           8          12      -91647
           8           6      -94759
           8           2      -95818
