
-0.500000	0.000000	-0.000047
-0.500000	0.050000	-0.021352
-0.500000	0.100000	-0.015267
-0.500000	0.150000	-0.001938
-0.500000	0.200000	0.014919
-0.500000	0.250000	0.033356
-0.500000	0.300000	0.053853
-0.500000	0.350000	0.073360
-0.500000	0.400000	0.093716
-0.500000	0.450000	0.112623
-0.500000	0.500000	0.132440
-0.500000	0.550000	0.150649
-0.500000	0.600000	0.167768
-0.500000	0.649990	0.185350
-0.500000	0.700000	0.201655
-0.500000	0.750000	0.216547
-0.500000	0.800000	0.231772
-0.500000	0.850000	0.246265
-0.500000	0.900000	0.258495
-0.500000	0.950000	0.271080
-0.500000	1.000000	0.282355

-0.600000	0.000000	-0.000047
-0.600000	0.050000	-0.022319
-0.600000	0.100000	-0.016562
-0.600000	0.150000	-0.003817
-0.600000	0.200000	0.012195
-0.600000	0.250000	0.030361
-0.600000	0.300000	0.048696
-0.600000	0.350000	0.069058
-0.600000	0.400000	0.088741
-0.600000	0.450000	0.107816
-0.600000	0.500000	0.126953
-0.600000	0.550000	0.145705
-0.600000	0.600000	0.163331
-0.600000	0.649990	0.180148
-0.600000	0.700000	0.196884
-0.600000	0.750000	0.212650
-0.600000	0.800000	0.226955
-0.600000	0.850000	0.241233
-0.600000	0.900000	0.254654
-0.600000	0.950000	0.267107
-0.600000	1.000000	0.279066

-0.700000	0.000000	-0.000047
-0.700000	0.050000	-0.023267
-0.700000	0.100000	-0.017826
-0.700000	0.150000	-0.006140
-0.700000	0.200000	0.009457
-0.700000	0.250000	0.027604
-0.700000	0.300000	0.046625
-0.700000	0.350000	0.066557
-0.700000	0.400000	0.085459
-0.700000	0.450000	0.105257
-0.700000	0.500000	0.124435
-0.700000	0.550000	0.142245
-0.700000	0.600000	0.160581
-0.700000	0.649990	0.177436
-0.700000	0.700000	0.194663
-0.700000	0.750000	0.210537
-0.700000	0.800000	0.225783
-0.700000	0.850000	0.239860
-0.700000	0.900000	0.254083
-0.700000	0.950000	0.266400
-0.700000	1.000000	0.278559

-0.800000	0.000000	-0.000047
-0.800000	0.050000	-0.022262
-0.800000	0.100000	-0.017937
-0.800000	0.150000	-0.006648
-0.800000	0.200000	0.008548
-0.800000	0.250000	0.026470
-0.800000	0.300000	0.045385
-0.800000	0.350000	0.064568
-0.800000	0.400000	0.084311
-0.800000	0.450000	0.102893
-0.800000	0.500000	0.122627
-0.800000	0.550000	0.141184
-0.800000	0.600000	0.159300
-0.800000	0.649990	0.177597
-0.800000	0.700000	0.194367
-0.800000	0.750000	0.210143
-0.800000	0.800000	0.225665
-0.800000	0.850000	0.239525
-0.800000	0.900000	0.253578
-0.800000	0.950000	0.266486
-0.800000	1.000000	0.278704

-0.900000	0.000000	-0.000047
-0.900000	0.050000	-0.022455
-0.900000	0.100000	-0.018844
-0.900000	0.150000	-0.007104
-0.900000	0.200000	0.008276
-0.900000	0.250000	0.025297
-0.900000	0.300000	0.044649
-0.900000	0.350000	0.063823
-0.900000	0.400000	0.083463
-0.900000	0.450000	0.103223
-0.900000	0.500000	0.122157
-0.900000	0.550000	0.140869
-0.900000	0.600000	0.159425
-0.900000	0.649990	0.177338
-0.900000	0.700000	0.194404
-0.900000	0.750000	0.210171
-0.900000	0.800000	0.226607
-0.900000	0.850000	0.240181
-0.900000	0.900000	0.254885
-0.900000	0.950000	0.267025
-0.900000	1.000000	0.280855

-1.000000	0.000000	-0.000047
-1.000000	0.050000	-0.022528
-1.000000	0.100000	-0.018893
-1.000000	0.150000	-0.007401
-1.000000	0.200000	0.008251
-1.000000	0.250000	0.025327
-1.000000	0.300000	0.044722
-1.000000	0.350000	0.063464
-1.000000	0.400000	0.083973
-1.000000	0.450000	0.103130
-1.000000	0.500000	0.123297
-1.000000	0.550000	0.142044
-1.000000	0.600000	0.160349
-1.000000	0.649990	0.177603
-1.000000	0.700000	0.195551
-1.000000	0.750000	0.211529
-1.000000	0.800000	0.227289
-1.000000	0.850000	0.241910
-1.000000	0.900000	0.256134
-1.000000	0.950000	0.269510
-1.000000	1.000000	0.281617

-1.100000	0.000000	-0.000047
-1.100000	0.050000	-0.022721
-1.100000	0.100000	-0.018485
-1.100000	0.150000	-0.008014
-1.100000	0.200000	0.008240
-1.100000	0.250000	0.025604
-1.100000	0.300000	0.044935
-1.100000	0.350000	0.064310
-1.100000	0.400000	0.083991
-1.100000	0.450000	0.103132
-1.100000	0.500000	0.123477
-1.100000	0.550000	0.141417
-1.100000	0.600000	0.160521
-1.100000	0.649990	0.179032
-1.100000	0.700000	0.196614
-1.100000	0.750000	0.212232
-1.100000	0.800000	0.227899
-1.100000	0.850000	0.242874
-1.100000	0.900000	0.257100
-1.100000	0.950000	0.269777
-1.100000	1.000000	0.282649

-1.200000	0.000000	-0.000047
-1.200000	0.050000	-0.022899
-1.200000	0.100000	-0.018587
-1.200000	0.150000	-0.006820
-1.200000	0.200000	0.008523
-1.200000	0.250000	0.026043
-1.200000	0.300000	0.044229
-1.200000	0.350000	0.063806
-1.200000	0.400000	0.083536
-1.200000	0.450000	0.104178
-1.200000	0.500000	0.124088
-1.200000	0.550000	0.142975
-1.200000	0.600000	0.161123
-1.200000	0.649990	0.179611
-1.200000	0.700000	0.197132
-1.200000	0.750000	0.213471
-1.200000	0.800000	0.228880
-1.200000	0.850000	0.244046
-1.200000	0.900000	0.258567
-1.200000	0.950000	0.272239
-1.200000	1.000000	0.285002

-1.299990	0.000000	-0.000047
-1.299990	0.050000	-0.023163
-1.299990	0.100000	-0.019177
-1.299990	0.150000	-0.007398
-1.299990	0.200000	0.007893
-1.299990	0.250000	0.025390
-1.299990	0.300000	0.044640
-1.299990	0.350000	0.064400
-1.299990	0.400000	0.084629
-1.299990	0.450000	0.104125
-1.299990	0.500000	0.124118
-1.299990	0.550000	0.143554
-1.299990	0.600000	0.161334
-1.299990	0.649990	0.180944
-1.299990	0.700000	0.198514
-1.299990	0.750000	0.214626
-1.299990	0.800000	0.230474
-1.299990	0.850000	0.245889
-1.299990	0.900000	0.259327
-1.299990	0.950000	0.273441
-1.299990	1.000000	0.286165

-1.400000	0.000000	-0.000047
-1.400000	0.050000	-0.022298
-1.400000	0.100000	-0.018768
-1.400000	0.150000	-0.007803
-1.400000	0.200000	0.008101
-1.400000	0.250000	0.025924
-1.400000	0.300000	0.044557
-1.400000	0.350000	0.063837
-1.400000	0.400000	0.084545
-1.400000	0.450000	0.104388
-1.400000	0.500000	0.124935
-1.400000	0.550000	0.144630
-1.400000	0.600000	0.163152
-1.400000	0.649990	0.181754
-1.400000	0.700000	0.198606
-1.400000	0.750000	0.215926
-1.400000	0.800000	0.231550
-1.400000	0.850000	0.247119
-1.400000	0.900000	0.261128
-1.400000	0.950000	0.274050
-1.400000	1.000000	0.286929

-1.500000	0.000000	-0.000047
-1.500000	0.050000	-0.023037
-1.500000	0.100000	-0.018504
-1.500000	0.150000	-0.007036
-1.500000	0.200000	0.008362
-1.500000	0.250000	0.025927
-1.500000	0.300000	0.044443
-1.500000	0.350000	0.064767
-1.500000	0.400000	0.085443
-1.500000	0.450000	0.105930
-1.500000	0.500000	0.125287
-1.500000	0.550000	0.144288
-1.500000	0.600000	0.164199
-1.500000	0.649990	0.181241
-1.500000	0.700000	0.199977
-1.500000	0.750000	0.216298
-1.500000	0.800000	0.232453
-1.500000	0.850000	0.247159
-1.500000	0.900000	0.262490
-1.500000	0.950000	0.275606
-1.500000	1.000000	0.287515

-1.600000	0.000000	-0.000047
-1.600000	0.050000	-0.022700
-1.600000	0.100000	-0.018944
-1.600000	0.150000	-0.007162
-1.600000	0.200000	0.008848
-1.600000	0.250000	0.026051
-1.600000	0.300000	0.045325
-1.600000	0.350000	0.065087
-1.600000	0.400000	0.085337
-1.600000	0.450000	0.105849
-1.600000	0.500000	0.125754
-1.600000	0.550000	0.145568
-1.600000	0.600000	0.164678
-1.600000	0.649990	0.183106
-1.600000	0.700000	0.200451
-1.600000	0.750000	0.217780
-1.600000	0.800000	0.233778
-1.600000	0.850000	0.248037
-1.600000	0.900000	0.262807
-1.600000	0.950000	0.275709
-1.600000	1.000000	0.289318

-1.700000	0.000000	-0.000047
-1.700000	0.050000	-0.022700
-1.700000	0.100000	-0.019041
-1.700000	0.150000	-0.006847
-1.700000	0.200000	0.008242
-1.700000	0.250000	0.026259
-1.700000	0.300000	0.045452
-1.700000	0.350000	0.065655
-1.700000	0.400000	0.085198
-1.700000	0.450000	0.106002
-1.700000	0.500000	0.126470
-1.700000	0.550000	0.146371
-1.700000	0.600000	0.165026
-1.700000	0.649990	0.183360
-1.700000	0.700000	0.201451
-1.700000	0.750000	0.217637
-1.700000	0.800000	0.234345
-1.700000	0.850000	0.248661
-1.700000	0.900000	0.263585
-1.700000	0.950000	0.276490
-1.700000	1.000000	0.289447

-1.800000	0.000000	-0.000047
-1.800000	0.050000	-0.022591
-1.800000	0.100000	-0.018503
-1.800000	0.150000	-0.007083
-1.800000	0.200000	0.007786
-1.800000	0.250000	0.025573
-1.800000	0.300000	0.045710
-1.800000	0.350000	0.065850
-1.800000	0.400000	0.086149
-1.800000	0.450000	0.105998
-1.800000	0.500000	0.126571
-1.800000	0.550000	0.146443
-1.800000	0.600000	0.165538
-1.800000	0.649990	0.184165
-1.800000	0.700000	0.201270
-1.800000	0.750000	0.219097
-1.800000	0.800000	0.234843
-1.800000	0.850000	0.249916
-1.800000	0.900000	0.263836
-1.800000	0.950000	0.277540
-1.800000	1.000000	0.290995

-1.900000	0.000000	-0.000047
-1.900000	0.050000	-0.023042
-1.900000	0.100000	-0.019053
-1.900000	0.150000	-0.007438
-1.900000	0.200000	0.008726
-1.900000	0.250000	0.026029
-1.900000	0.300000	0.045496
-1.900000	0.350000	0.065676
-1.900000	0.400000	0.086583
-1.900000	0.450000	0.106739
-1.900000	0.500000	0.127188
-1.900000	0.550000	0.146862
-1.900000	0.600000	0.165952
-1.900000	0.649990	0.184245
-1.900000	0.700000	0.201955
-1.900000	0.750000	0.218502
-1.900000	0.800000	0.235885
-1.900000	0.850000	0.249967
-1.900000	0.900000	0.264307
-1.900000	0.950000	0.277777
-1.900000	1.000000	0.290348

-2.000000	0.000000	-0.000047
-2.000000	0.050000	-0.022889
-2.000000	0.100000	-0.018850
-2.000000	0.150000	-0.007173
-2.000000	0.200000	0.008941
-2.000000	0.250000	0.026190
-2.000000	0.300000	0.045927
-2.000000	0.350000	0.065597
-2.000000	0.400000	0.086385
-2.000000	0.450000	0.107228
-2.000000	0.500000	0.127231
-2.000000	0.550000	0.147042
-2.000000	0.600000	0.166170
-2.000000	0.649990	0.184718
-2.000000	0.700000	0.202889
-2.000000	0.750000	0.219074
-2.000000	0.800000	0.235461
-2.000000	0.850000	0.251054
-2.000000	0.900000	0.264989
-2.000000	0.950000	0.278215
-2.000000	1.000000	0.291757
