
-0.100000	0.000000	-0.000047
-0.100000	0.050000	0.000458
-0.100000	0.100000	0.027764
-0.100000	0.150000	0.062585
-0.100000	0.200000	0.098738
-0.100000	0.250000	0.134285
-0.100000	0.300000	0.168499
-0.100000	0.350000	0.199087
-0.100000	0.400000	0.227028
-0.100000	0.450000	0.254272
-0.100000	0.500000	0.277116
-0.100000	0.550000	0.298617
-0.100000	0.600000	0.317146
-0.100000	0.649990	0.333383
-0.100000	0.700000	0.348843
-0.100000	0.750000	0.361479
-0.100000	0.800000	0.373828
-0.100000	0.850000	0.383759
-0.100000	0.900000	0.393208
-0.100000	0.950000	0.401168
-0.100000	1.000000	0.407662

-0.200000	0.000000	-0.000047
-0.200000	0.050000	-0.012604
-0.200000	0.100000	0.003353
-0.200000	0.150000	0.025984
-0.200000	0.200000	0.051115
-0.200000	0.250000	0.077319
-0.200000	0.300000	0.103320
-0.200000	0.350000	0.129418
-0.200000	0.400000	0.152986
-0.200000	0.450000	0.176235
-0.200000	0.500000	0.197297
-0.200000	0.550000	0.217012
-0.200000	0.600000	0.235588
-0.200000	0.649990	0.252439
-0.200000	0.700000	0.267419
-0.200000	0.750000	0.282208
-0.200000	0.800000	0.295435
-0.200000	0.850000	0.307268
-0.200000	0.900000	0.317766
-0.200000	0.950000	0.328436
-0.200000	1.000000	0.337905

-0.300000	0.000000	-0.000047
-0.300000	0.050000	-0.017283
-0.300000	0.100000	-0.006905
-0.300000	0.150000	0.010820
-0.300000	0.200000	0.031283
-0.300000	0.250000	0.052984
-0.300000	0.300000	0.076146
-0.300000	0.350000	0.098322
-0.300000	0.400000	0.120271
-0.300000	0.450000	0.140723
-0.300000	0.500000	0.161498
-0.300000	0.550000	0.180109
-0.300000	0.600000	0.198345
-0.300000	0.649990	0.214907
-0.300000	0.700000	0.231370
-0.300000	0.750000	0.245869
-0.300000	0.800000	0.259111
-0.300000	0.850000	0.272062
-0.300000	0.900000	0.283577
-0.300000	0.950000	0.295432
-0.300000	1.000000	0.305654

-0.400000	0.000000	-0.000047
-0.400000	0.050000	-0.019741
-0.400000	0.100000	-0.011665
-0.400000	0.150000	0.002363
-0.400000	0.200000	0.021044
-0.400000	0.250000	0.040868
-0.400000	0.300000	0.061090
-0.400000	0.350000	0.082193
-0.400000	0.400000	0.102445
-0.400000	0.450000	0.123254
-0.400000	0.500000	0.142742
-0.400000	0.550000	0.161021
-0.400000	0.600000	0.178337
-0.400000	0.649990	0.195587
-0.400000	0.700000	0.212182
-0.400000	0.750000	0.227012
-0.400000	0.800000	0.240630
-0.400000	0.850000	0.254615
-0.400000	0.900000	0.266878
-0.400000	0.950000	0.278643
-0.400000	1.000000	0.289934

